1.203066808240901286e+00 -1.288482674668193662e+00 -1.022970822962267823e+00 -9.944159963990936713e-02
3.141214557815568575e+00 1.902411296272678465e+00 4.412748261364454749e-01 8.895267720521594645e-01
1.098340740247416791e+00 -1.644735575599304722e+00 -8.972109071126167512e-01 -3.150440593893893970e-01
1.113473631620673254e+00 -1.692721749558459221e+00 -9.352342493173582127e-01 -3.403482651503539347e-01
1.191515045260000072e+00 -1.749764646850000105e+00 -9.307277519929999521e-01 -3.657127994300000129e-01
1.897342370270559186e+00 1.307127855578013476e+00 5.260880804980982983e-01 7.859010754264625920e-01
3.167368640224726750e+00 1.934365242523997441e+00 4.583896566535153871e-01 8.894127852799481593e-01
1.232317592937346884e+00 -1.747960846816422054e+00 -9.667732659412903162e-01 4.199390604392997522e-02
1.811113290493634898e+00 1.947976324817254079e-01 1.402153424599375808e-01 1.011118920575966307e+00
1.251636213440000089e+00 -1.734345309120000067e+00 -9.964574595449999794e-01 8.409834312599999417e-02
1.191515045260000072e+00 -1.749764646850000105e+00 -9.307277519929999521e-01 -3.657127994300000129e-01
2.257947004013964420e+00 1.597141373250245078e+00 1.028970893138312914e-01 9.929106726659586712e-01
1.455132021580687329e+00 -3.208326650642485123e-01 -9.210509945812592747e-01 -3.692588948518011893e-01
